architecture,branching,distractors,evaluation_axis,example_id,heads,layers,model_seed,position_mode,predicate,required_path,sequence_length,target_margin,target_rank,template_id,top1_correct,total_depth,tree_seed,width
baseline,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree211:i10004,4,4,23,randomized,isAncestor,3,64,15.506614685058594,1,0,1,8,211,64
baseline,2,4,branching,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree307:i10004,4,4,23,randomized,isAncestor,3,64,15.735172271728516,1,0,1,8,307,64
baseline,2,4,branching,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree307:i10005,4,4,23,randomized,isAncestor,3,64,16.440879821777344,1,1,1,8,307,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree211:i20007,4,4,23,randomized,isAncestor,3,64,18.223613739013672,1,3,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,1,65,18.82077407836914,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,1,65,17.59888458251953,1,1,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,2,65,18.820777893066406,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,2,65,17.59889030456543,1,1,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,3,65,18.82077407836914,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,3,65,17.598886489868164,1,1,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,4,65,18.82077407836914,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,4,65,17.598892211914062,1,1,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,6,65,18.820777893066406,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,6,65,17.598888397216797,1,1,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t1:prandomized:tree101:i5,4,4,23,randomized,isAncestor,8,65,18.820777893066406,1,1,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t1:prandomized:tree307:i5,4,4,23,randomized,isAncestor,8,65,17.598886489868164,1,1,1,8,307,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree101:i20004,4,4,23,randomized,isAncestor,3,65,7.382526397705078,1,0,1,8,101,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree101:i20005,4,4,23,randomized,isAncestor,3,65,17.012056350708008,1,1,1,8,101,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree307:i20005,4,4,23,randomized,isAncestor,3,65,18.23193359375,1,1,1,8,307,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree307:i20006,4,4,23,randomized,isAncestor,3,65,16.61414337158203,1,2,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,1,66,13.896066665649414,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,1,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,1,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,2,66,11.996149063110352,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,2,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,2,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,3,66,12.900022506713867,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,3,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,3,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,4,66,13.876605987548828,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,4,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,4,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,6,66,15.354940414428711,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,6,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,6,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t2:prandomized:tree101:i6,4,4,23,randomized,isAncestor,8,66,17.417863845825195,1,2,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,8,66,14.796714782714844,1,3,1,8,101,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,8,66,12.224313735961914,1,3,1,8,307,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree101:i20007,4,4,23,randomized,isAncestor,3,66,23.806093215942383,1,3,1,8,101,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t0:prandomized:tree211:i20004,4,4,23,randomized,isAncestor,3,66,9.876047134399414,1,0,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d1:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,1,67,13.806768417358398,1,2,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d2:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,2,67,15.836498260498047,1,2,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d3:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,3,67,10.718114852905273,1,2,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d4:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,4,67,12.222856521606445,1,2,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d6:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,6,67,8.872594833374023,1,2,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D8:d8:b2:N4:t2:prandomized:tree211:i6,4,4,23,randomized,isAncestor,8,67,15.028284072875977,1,2,1,8,211,64
baseline,2,4,branching,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree211:i10007,4,4,23,randomized,isAncestor,3,67,19.368684768676758,1,3,1,8,211,64
baseline,2,4,branching,test:isAncestor:D8:d3:b2:N4:t3:prandomized:tree307:i10007,4,4,23,randomized,isAncestor,3,67,18.14790916442871,1,3,1,8,307,64
baseline,2,4,distractors,test:isAncestor:D8:d3:b2:N4:t1:prandomized:tree211:i20005,4,4,23,randomized,isAncestor,3,67,19.975656509399414,1,1,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:paligned:tree101:i20000,4,4,23,aligned,isAncestor,3,71,12.059501647949219,1,0,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:paligned:tree101:i20001,4,4,23,aligned,isAncestor,3,71,18.31023597717285,1,1,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:paligned:tree101:i20002,4,4,23,aligned,isAncestor,3,71,14.23484992980957,1,2,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:paligned:tree101:i20003,4,4,23,aligned,isAncestor,3,71,15.491607666015625,1,3,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:paligned:tree211:i20000,4,4,23,aligned,isAncestor,3,71,13.931655883789062,1,0,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:paligned:tree211:i20001,4,4,23,aligned,isAncestor,3,71,14.496246337890625,1,1,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:paligned:tree211:i20002,4,4,23,aligned,isAncestor,3,71,16.837730407714844,1,2,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:paligned:tree211:i20003,4,4,23,aligned,isAncestor,3,71,17.731842041015625,1,3,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:paligned:tree307:i20000,4,4,23,aligned,isAncestor,3,71,18.011058807373047,1,0,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:paligned:tree307:i20001,4,4,23,aligned,isAncestor,3,71,18.838600158691406,1,1,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:paligned:tree307:i20002,4,4,23,aligned,isAncestor,3,71,17.430360794067383,1,2,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:paligned:tree307:i20003,4,4,23,aligned,isAncestor,3,71,17.392208099365234,1,3,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:prandomized:tree307:i20007,4,4,23,randomized,isAncestor,3,73,15.898702621459961,1,3,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:prandomized:tree101:i20006,4,4,23,randomized,isAncestor,3,74,16.2372989654541,1,2,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:prandomized:tree211:i20006,4,4,23,randomized,isAncestor,3,74,9.421951293945312,1,2,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:prandomized:tree307:i20004,4,4,23,randomized,isAncestor,3,75,11.077798843383789,1,0,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:prandomized:tree211:i20007,4,4,23,randomized,isAncestor,3,76,20.7452335357666,1,3,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:prandomized:tree101:i20004,4,4,23,randomized,isAncestor,3,77,8.377750396728516,1,0,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:prandomized:tree101:i20005,4,4,23,randomized,isAncestor,3,77,18.32128143310547,1,1,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:prandomized:tree307:i20005,4,4,23,randomized,isAncestor,3,77,19.40260124206543,1,1,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t2:prandomized:tree307:i20006,4,4,23,randomized,isAncestor,3,77,16.59972381591797,1,2,1,8,307,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t3:prandomized:tree101:i20007,4,4,23,randomized,isAncestor,3,78,24.89815902709961,1,3,1,8,101,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t0:prandomized:tree211:i20004,4,4,23,randomized,isAncestor,3,78,6.512643814086914,1,0,1,8,211,64
baseline,2,16,distractors,test:isAncestor:D8:d3:b2:N16:t1:prandomized:tree211:i20005,4,4,23,randomized,isAncestor,3,79,21.01584815979004,1,1,1,8,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,1,83,9.495624542236328,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,1,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,1,83,8.950752258300781,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,1,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,1,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,1,83,17.060449600219727,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,1,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,1,83,16.686790466308594,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,1,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,1,83,11.188894271850586,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,1,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,1,83,14.770025253295898,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,1,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d1:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,1,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,2,83,12.035749435424805,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,2,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,2,83,14.930288314819336,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,2,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,2,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,2,83,8.421815872192383,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,2,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,2,83,14.342781066894531,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,2,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,2,83,8.570718765258789,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,2,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,2,83,13.06179428100586,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,2,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d2:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,2,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,3,83,5.7285003662109375,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,3,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,3,83,17.2624568939209,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,3,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,3,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,3,83,9.690532684326172,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,3,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,3,83,12.726598739624023,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,3,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,3,83,12.482458114624023,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,3,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,3,83,9.522119522094727,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,3,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d3:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,3,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,4,83,13.315841674804688,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,4,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,4,83,12.427240371704102,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,4,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,4,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,4,83,12.676248550415039,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,4,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,4,83,13.984708786010742,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,4,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,4,83,5.6851806640625,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,4,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,4,83,12.087242126464844,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,4,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d4:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,4,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,6,83,11.17816162109375,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,6,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,6,83,14.222898483276367,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,6,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,6,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,6,83,8.149637222290039,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,6,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,6,83,9.279155731201172,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,6,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,6,83,13.371994018554688,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,6,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,6,83,17.9668025970459,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,6,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d6:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,6,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,8,83,10.269582748413086,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,8,83,21.07334327697754,1,1,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t2:paligned:tree101:i2,4,4,23,aligned,isAncestor,8,83,16.8397274017334,1,2,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t3:paligned:tree101:i3,4,4,23,aligned,isAncestor,8,83,16.560487747192383,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t3:prandomized:tree101:i7,4,4,23,randomized,isAncestor,8,83,20.940773010253906,1,3,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,4,23,aligned,isAncestor,8,83,15.64208984375,1,0,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t1:paligned:tree211:i1,4,4,23,aligned,isAncestor,8,83,18.46120262145996,1,1,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t2:paligned:tree211:i2,4,4,23,aligned,isAncestor,8,83,4.863067626953125,1,2,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t3:paligned:tree211:i3,4,4,23,aligned,isAncestor,8,83,20.52549171447754,1,3,1,12,211,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree307:i0,4,4,23,aligned,isAncestor,8,83,15.651542663574219,1,0,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t1:paligned:tree307:i1,4,4,23,aligned,isAncestor,8,83,17.883562088012695,1,1,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t2:paligned:tree307:i2,4,4,23,aligned,isAncestor,8,83,13.563194274902344,1,2,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t3:paligned:tree307:i3,4,4,23,aligned,isAncestor,8,83,22.711402893066406,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d8:b2:N4:t3:prandomized:tree307:i7,4,4,23,randomized,isAncestor,8,83,17.24724769592285,1,3,1,12,307,64
baseline,2,4,depth_path,test:isAncestor:D12:d12:b2:N4:t0:paligned:tree101:i0,4,4,23,aligned,isAncestor,12,83,16.303653717041016,1,0,1,12,101,64
baseline,2,4,depth_path,test:isAncestor:D12:d12:b2:N4:t1:paligned:tree101:i1,4,4,23,aligned,isAncestor,12,83,21.07334327697754,1,1,1,12,101,64
