condition,episode_id,family,heads,layers,modulus,parameters,seed,split,target,target_margin,target_rank,top1,variant,width
wrong_rule,73134c59d7eef154,affine,4,2,7,4;4,37,seen_parameter,4,-1.6209964752197266,3,0,sa_ff,64
correct,72a9a0dfcf1bed7c,affine,4,2,7,4;4,37,seen_parameter,5,-2.663943290710449,2,0,sa_ff,64
none,72a9a0dfcf1bed7c,affine,4,2,7,4;4,37,seen_parameter,5,0.19858264923095703,1,1,sa_ff,64
shuffled,72a9a0dfcf1bed7c,affine,4,2,7,4;4,37,seen_parameter,5,1.6161556243896484,1,1,sa_ff,64
wrong_rule,72a9a0dfcf1bed7c,affine,4,2,7,4;4,37,seen_parameter,5,1.5346031188964844,1,1,sa_ff,64
correct,5210574c7b12bf1c,affine,4,2,7,4;6,37,seen_parameter,4,-1.6520061492919922,3,0,sa_ff,64
none,5210574c7b12bf1c,affine,4,2,7,4;6,37,seen_parameter,4,-3.8951597213745117,6,0,sa_ff,64
shuffled,5210574c7b12bf1c,affine,4,2,7,4;6,37,seen_parameter,4,-1.8557319641113281,3,0,sa_ff,64
wrong_rule,5210574c7b12bf1c,affine,4,2,7,4;6,37,seen_parameter,4,-4.21638298034668,6,0,sa_ff,64
correct,5ed0210449e7de8e,affine,4,2,7,4;6,37,seen_parameter,1,-3.886775016784668,6,0,sa_ff,64
none,5ed0210449e7de8e,affine,4,2,7,4;6,37,seen_parameter,1,-0.141937255859375,2,0,sa_ff,64
shuffled,5ed0210449e7de8e,affine,4,2,7,4;6,37,seen_parameter,1,-0.5719680786132812,2,0,sa_ff,64
wrong_rule,5ed0210449e7de8e,affine,4,2,7,4;6,37,seen_parameter,1,-2.990544319152832,7,0,sa_ff,64
correct,86472e45f932529e,affine,4,2,7,4;6,37,seen_parameter,4,-2.8638362884521484,2,0,sa_ff,64
none,86472e45f932529e,affine,4,2,7,4;6,37,seen_parameter,4,-3.8951597213745117,6,0,sa_ff,64
shuffled,86472e45f932529e,affine,4,2,7,4;6,37,seen_parameter,4,-1.4264755249023438,2,0,sa_ff,64
wrong_rule,86472e45f932529e,affine,4,2,7,4;6,37,seen_parameter,4,-0.042122840881347656,2,0,sa_ff,64
correct,036456c60acbba4c,affine,4,2,7,4;6,37,seen_parameter,2,-1.009042739868164,4,0,sa_ff,64
none,036456c60acbba4c,affine,4,2,7,4;6,37,seen_parameter,2,-1.7687978744506836,7,0,sa_ff,64
shuffled,036456c60acbba4c,affine,4,2,7,4;6,37,seen_parameter,2,-0.0063228607177734375,2,0,sa_ff,64
wrong_rule,036456c60acbba4c,affine,4,2,7,4;6,37,seen_parameter,2,-0.5809392929077148,4,0,sa_ff,64
correct,ea73ae8bf71da994,affine,4,2,7,0;6,37,seen_parameter,6,-4.342536926269531,5,0,sa_ff,64
none,ea73ae8bf71da994,affine,4,2,7,0;6,37,seen_parameter,6,-2.957334518432617,8,0,sa_ff,64
shuffled,ea73ae8bf71da994,affine,4,2,7,0;6,37,seen_parameter,6,-4.342536926269531,5,0,sa_ff,64
wrong_rule,ea73ae8bf71da994,affine,4,2,7,0;6,37,seen_parameter,6,-3.208393096923828,4,0,sa_ff,64
correct,03ce6db783877384,affine,4,2,7,0;6,37,seen_parameter,6,-1.506669044494629,5,0,sa_ff,64
none,03ce6db783877384,affine,4,2,7,0;6,37,seen_parameter,6,-1.6009306907653809,8,0,sa_ff,64
shuffled,03ce6db783877384,affine,4,2,7,0;6,37,seen_parameter,6,-1.506669044494629,5,0,sa_ff,64
wrong_rule,03ce6db783877384,affine,4,2,7,0;6,37,seen_parameter,6,-3.887828826904297,7,0,sa_ff,64
correct,9e6e42bd08d5952d,affine,4,2,7,0;6,37,seen_parameter,6,-3.1432037353515625,7,0,sa_ff,64
none,9e6e42bd08d5952d,affine,4,2,7,0;6,37,seen_parameter,6,-3.803224563598633,12,0,sa_ff,64
shuffled,9e6e42bd08d5952d,affine,4,2,7,0;6,37,seen_parameter,6,-3.1432037353515625,7,0,sa_ff,64
wrong_rule,9e6e42bd08d5952d,affine,4,2,7,0;6,37,seen_parameter,6,-7.854365348815918,7,0,sa_ff,64
correct,b71613e0d89ccf24,affine,4,2,7,0;6,37,seen_parameter,6,-5.529825210571289,7,0,sa_ff,64
none,b71613e0d89ccf24,affine,4,2,7,0;6,37,seen_parameter,6,-6.846311092376709,16,0,sa_ff,64
shuffled,b71613e0d89ccf24,affine,4,2,7,0;6,37,seen_parameter,6,-5.529825210571289,7,0,sa_ff,64
wrong_rule,b71613e0d89ccf24,affine,4,2,7,0;6,37,seen_parameter,6,-7.4431257247924805,7,0,sa_ff,64
correct,bd9669dc4f45c823,affine,4,2,7,2;3,37,seen_parameter,0,-0.7828578948974609,5,0,sa_ff,64
none,bd9669dc4f45c823,affine,4,2,7,2;3,37,seen_parameter,0,-0.48395442962646484,3,0,sa_ff,64
shuffled,bd9669dc4f45c823,affine,4,2,7,2;3,37,seen_parameter,0,-0.6352348327636719,2,0,sa_ff,64
wrong_rule,bd9669dc4f45c823,affine,4,2,7,2;3,37,seen_parameter,0,-0.2392120361328125,2,0,sa_ff,64
correct,877e728a65a8eb41,affine,4,2,7,2;3,37,seen_parameter,2,-1.4972305297851562,2,0,sa_ff,64
none,877e728a65a8eb41,affine,4,2,7,2;3,37,seen_parameter,2,-4.859993934631348,9,0,sa_ff,64
shuffled,877e728a65a8eb41,affine,4,2,7,2;3,37,seen_parameter,2,-3.001546859741211,2,0,sa_ff,64
wrong_rule,877e728a65a8eb41,affine,4,2,7,2;3,37,seen_parameter,2,-3.3964462280273438,2,0,sa_ff,64
correct,06e771277ac95ba0,affine,4,2,7,2;3,37,seen_parameter,4,1.409616470336914,1,1,sa_ff,64
none,06e771277ac95ba0,affine,4,2,7,2;3,37,seen_parameter,4,-5.542032241821289,12,0,sa_ff,64
shuffled,06e771277ac95ba0,affine,4,2,7,2;3,37,seen_parameter,4,2.457883834838867,1,1,sa_ff,64
wrong_rule,06e771277ac95ba0,affine,4,2,7,2;3,37,seen_parameter,4,-2.166238784790039,6,0,sa_ff,64
correct,c96cf774365dccb4,affine,4,2,7,2;3,37,seen_parameter,4,-0.9870691299438477,4,0,sa_ff,64
none,c96cf774365dccb4,affine,4,2,7,2;3,37,seen_parameter,4,-5.542032241821289,12,0,sa_ff,64
shuffled,c96cf774365dccb4,affine,4,2,7,2;3,37,seen_parameter,4,-0.5596494674682617,2,0,sa_ff,64
wrong_rule,c96cf774365dccb4,affine,4,2,7,2;3,37,seen_parameter,4,-6.392016410827637,8,0,sa_ff,64
correct,3074901af7a9e9f0,affine,4,2,7,6;2,37,seen_parameter,5,-2.873581886291504,5,0,sa_ff,64
none,3074901af7a9e9f0,affine,4,2,7,6;2,37,seen_parameter,5,-3.981776237487793,9,0,sa_ff,64
shuffled,3074901af7a9e9f0,affine,4,2,7,6;2,37,seen_parameter,5,-2.941899299621582,5,0,sa_ff,64
wrong_rule,3074901af7a9e9f0,affine,4,2,7,6;2,37,seen_parameter,5,-2.714822769165039,6,0,sa_ff,64
correct,794ed167d366d773,affine,4,2,7,6;2,37,seen_parameter,4,-3.5946226119995117,6,0,sa_ff,64
none,794ed167d366d773,affine,4,2,7,6;2,37,seen_parameter,4,-4.476950168609619,7,0,sa_ff,64
shuffled,794ed167d366d773,affine,4,2,7,6;2,37,seen_parameter,4,-2.6871166229248047,4,0,sa_ff,64
wrong_rule,794ed167d366d773,affine,4,2,7,6;2,37,seen_parameter,4,-4.996246337890625,7,0,sa_ff,64
correct,4505da0fe4cdecc8,affine,4,2,7,6;2,37,seen_parameter,0,-1.0936012268066406,6,0,sa_ff,64
none,4505da0fe4cdecc8,affine,4,2,7,6;2,37,seen_parameter,0,-0.48395442962646484,3,0,sa_ff,64
shuffled,4505da0fe4cdecc8,affine,4,2,7,6;2,37,seen_parameter,0,-0.7890377044677734,5,0,sa_ff,64
wrong_rule,4505da0fe4cdecc8,affine,4,2,7,6;2,37,seen_parameter,0,-1.4240140914916992,6,0,sa_ff,64
correct,58c11a6af42bae6f,affine,4,2,7,6;2,37,seen_parameter,5,-2.091695785522461,4,0,sa_ff,64
none,58c11a6af42bae6f,affine,4,2,7,6;2,37,seen_parameter,5,-3.981776237487793,9,0,sa_ff,64
shuffled,58c11a6af42bae6f,affine,4,2,7,6;2,37,seen_parameter,5,-1.5583906173706055,4,0,sa_ff,64
wrong_rule,58c11a6af42bae6f,affine,4,2,7,6;2,37,seen_parameter,5,-1.5419893264770508,4,0,sa_ff,64
correct,51c850843091d859,affine,4,2,7,5;0,37,seen_parameter,6,-0.3751382827758789,2,0,sa_ff,64
none,51c850843091d859,affine,4,2,7,5;0,37,seen_parameter,6,-4.202529430389404,10,0,sa_ff,64
shuffled,51c850843091d859,affine,4,2,7,5;0,37,seen_parameter,6,-5.406523704528809,6,0,sa_ff,64
wrong_rule,51c850843091d859,affine,4,2,7,5;0,37,seen_parameter,6,0.12326431274414062,1,1,sa_ff,64
correct,c1cc116653a2d94b,affine,4,2,7,5;0,37,seen_parameter,2,-1.7310972213745117,3,0,sa_ff,64
none,c1cc116653a2d94b,affine,4,2,7,5;0,37,seen_parameter,2,-1.7687978744506836,7,0,sa_ff,64
shuffled,c1cc116653a2d94b,affine,4,2,7,5;0,37,seen_parameter,2,-2.5883970260620117,6,0,sa_ff,64
wrong_rule,c1cc116653a2d94b,affine,4,2,7,5;0,37,seen_parameter,2,-2.1180906295776367,7,0,sa_ff,64
correct,3d22b103766ca065,affine,4,2,7,5;0,37,seen_parameter,1,-3.4633922576904297,5,0,sa_ff,64
none,3d22b103766ca065,affine,4,2,7,5;0,37,seen_parameter,1,-6.300886154174805,14,0,sa_ff,64
shuffled,3d22b103766ca065,affine,4,2,7,5;0,37,seen_parameter,1,-1.0110454559326172,3,0,sa_ff,64
wrong_rule,3d22b103766ca065,affine,4,2,7,5;0,37,seen_parameter,1,-0.5456924438476562,3,0,sa_ff,64
correct,8276bdf6914db08a,affine,4,2,7,5;0,37,seen_parameter,0,-1.6981620788574219,6,0,sa_ff,64
none,8276bdf6914db08a,affine,4,2,7,5;0,37,seen_parameter,0,-1.615652084350586,2,0,sa_ff,64
shuffled,8276bdf6914db08a,affine,4,2,7,5;0,37,seen_parameter,0,1.6073246002197266,1,1,sa_ff,64
wrong_rule,8276bdf6914db08a,affine,4,2,7,5;0,37,seen_parameter,0,-1.7953548431396484,5,0,sa_ff,64
correct,a255a95cbcd16de6,affine,4,2,7,3;1,37,seen_parameter,0,-0.4481468200683594,4,0,sa_ff,64
none,a255a95cbcd16de6,affine,4,2,7,3;1,37,seen_parameter,0,-0.48395442962646484,3,0,sa_ff,64
shuffled,a255a95cbcd16de6,affine,4,2,7,3;1,37,seen_parameter,0,0.6075401306152344,1,1,sa_ff,64
wrong_rule,a255a95cbcd16de6,affine,4,2,7,3;1,37,seen_parameter,0,-0.8576517105102539,4,0,sa_ff,64
correct,e0c3138b640231b3,affine,4,2,7,3;1,37,seen_parameter,4,-5.49515438079834,8,0,sa_ff,64
none,e0c3138b640231b3,affine,4,2,7,3;1,37,seen_parameter,4,-5.849370956420898,11,0,sa_ff,64
shuffled,e0c3138b640231b3,affine,4,2,7,3;1,37,seen_parameter,4,-2.6455326080322266,4,0,sa_ff,64
wrong_rule,e0c3138b640231b3,affine,4,2,7,3;1,37,seen_parameter,4,0.8296613693237305,1,1,sa_ff,64
correct,47d7b174ce7755b8,affine,4,2,7,3;1,37,seen_parameter,6,-1.9852266311645508,7,0,sa_ff,64
none,47d7b174ce7755b8,affine,4,2,7,3;1,37,seen_parameter,6,-4.202529430389404,10,0,sa_ff,64
shuffled,47d7b174ce7755b8,affine,4,2,7,3;1,37,seen_parameter,6,-2.915586471557617,7,0,sa_ff,64
wrong_rule,47d7b174ce7755b8,affine,4,2,7,3;1,37,seen_parameter,6,-0.772369384765625,2,0,sa_ff,64
correct,58d7f1bf2029a3f7,affine,4,2,7,3;1,37,seen_parameter,3,-4.098170280456543,6,0,sa_ff,64
none,58d7f1bf2029a3f7,affine,4,2,7,3;1,37,seen_parameter,3,-7.621778964996338,18,0,sa_ff,64
shuffled,58d7f1bf2029a3f7,affine,4,2,7,3;1,37,seen_parameter,3,-2.855525016784668,6,0,sa_ff,64
wrong_rule,58d7f1bf2029a3f7,affine,4,2,7,3;1,37,seen_parameter,3,-4.449859619140625,6,0,sa_ff,64
correct,8c5c4ec58ca85cd4,affine,4,2,7,1;2,37,seen_parameter,4,-4.818230628967285,7,0,sa_ff,64
none,8c5c4ec58ca85cd4,affine,4,2,7,1;2,37,seen_parameter,4,-1.8325090408325195,9,0,sa_ff,64
shuffled,8c5c4ec58ca85cd4,affine,4,2,7,1;2,37,seen_parameter,4,-3.713791847229004,6,0,sa_ff,64
wrong_rule,8c5c4ec58ca85cd4,affine,4,2,7,1;2,37,seen_parameter,4,-3.903367042541504,7,0,sa_ff,64
correct,4423f672f8cc9b15,affine,4,2,7,1;2,37,seen_parameter,6,-3.3917598724365234,6,0,sa_ff,64
none,4423f672f8cc9b15,affine,4,2,7,1;2,37,seen_parameter,6,-4.202529430389404,10,0,sa_ff,64
shuffled,4423f672f8cc9b15,affine,4,2,7,1;2,37,seen_parameter,6,-3.4760427474975586,4,0,sa_ff,64
wrong_rule,4423f672f8cc9b15,affine,4,2,7,1;2,37,seen_parameter,6,-3.034200668334961,4,0,sa_ff,64
correct,85b5f5c120e031e6,affine,4,2,7,1;2,37,seen_parameter,4,-1.2908239364624023,6,0,sa_ff,64
none,85b5f5c120e031e6,affine,4,2,7,1;2,37,seen_parameter,4,-1.8325090408325195,9,0,sa_ff,64
shuffled,85b5f5c120e031e6,affine,4,2,7,1;2,37,seen_parameter,4,-3.23079776763916,5,0,sa_ff,64
wrong_rule,85b5f5c120e031e6,affine,4,2,7,1;2,37,seen_parameter,4,-2.8374156951904297,6,0,sa_ff,64
correct,4b8adf95390dae73,affine,4,2,7,1;2,37,seen_parameter,3,-4.291769981384277,6,0,sa_ff,64
none,4b8adf95390dae73,affine,4,2,7,1;2,37,seen_parameter,3,-2.7195844650268555,6,0,sa_ff,64
shuffled,4b8adf95390dae73,affine,4,2,7,1;2,37,seen_parameter,3,-6.025086402893066,5,0,sa_ff,64
wrong_rule,4b8adf95390dae73,affine,4,2,7,1;2,37,seen_parameter,3,-4.036556243896484,6,0,sa_ff,64
correct,94b09a8b9ed78b47,affine,4,2,7,3;5,37,seen_parameter,4,-4.407273292541504,6,0,sa_ff,64
none,94b09a8b9ed78b47,affine,4,2,7,3;5,37,seen_parameter,4,-1.8325090408325195,9,0,sa_ff,64
shuffled,94b09a8b9ed78b47,affine,4,2,7,3;5,37,seen_parameter,4,-4.40032958984375,6,0,sa_ff,64
wrong_rule,94b09a8b9ed78b47,affine,4,2,7,3;5,37,seen_parameter,4,-2.351940155029297,6,0,sa_ff,64
correct,7d8b0415ff211527,affine,4,2,7,3;5,37,seen_parameter,4,-1.5097389221191406,6,0,sa_ff,64
none,7d8b0415ff211527,affine,4,2,7,3;5,37,seen_parameter,4,-1.8325090408325195,9,0,sa_ff,64
shuffled,7d8b0415ff211527,affine,4,2,7,3;5,37,seen_parameter,4,-1.9628925323486328,6,0,sa_ff,64
wrong_rule,7d8b0415ff211527,affine,4,2,7,3;5,37,seen_parameter,4,-2.7103872299194336,6,0,sa_ff,64
correct,4aab86b5178355d1,affine,4,2,7,3;5,37,seen_parameter,1,-2.3412532806396484,6,0,sa_ff,64
none,4aab86b5178355d1,affine,4,2,7,3;5,37,seen_parameter,1,-2.0580930709838867,5,0,sa_ff,64
shuffled,4aab86b5178355d1,affine,4,2,7,3;5,37,seen_parameter,1,-2.245084762573242,6,0,sa_ff,64
wrong_rule,4aab86b5178355d1,affine,4,2,7,3;5,37,seen_parameter,1,-1.7669477462768555,5,0,sa_ff,64
correct,53c0047e4c0edb17,affine,4,2,7,3;5,37,seen_parameter,4,-3.525379180908203,7,0,sa_ff,64
none,53c0047e4c0edb17,affine,4,2,7,3;5,37,seen_parameter,4,-1.8325090408325195,9,0,sa_ff,64
shuffled,53c0047e4c0edb17,affine,4,2,7,3;5,37,seen_parameter,4,-3.3587894439697266,7,0,sa_ff,64
wrong_rule,53c0047e4c0edb17,affine,4,2,7,3;5,37,seen_parameter,4,-3.169814109802246,7,0,sa_ff,64
correct,3968856760fa33b1,successor,4,2,11,,37,seen_parameter,3,-0.009625434875488281,2,0,sa_ff,64
none,3968856760fa33b1,successor,4,2,11,,37,seen_parameter,3,-0.5178403854370117,3,0,sa_ff,64
shuffled,3968856760fa33b1,successor,4,2,11,,37,seen_parameter,3,0.6270503997802734,1,1,sa_ff,64
wrong_rule,3968856760fa33b1,successor,4,2,11,,37,seen_parameter,3,0.3950929641723633,1,1,sa_ff,64
correct,e5181baaf4eb5d54,successor,4,2,11,,37,seen_parameter,5,2.3372745513916016,1,1,sa_ff,64
none,e5181baaf4eb5d54,successor,4,2,11,,37,seen_parameter,5,-3.3756861686706543,8,0,sa_ff,64
shuffled,e5181baaf4eb5d54,successor,4,2,11,,37,seen_parameter,5,0.8292093276977539,1,1,sa_ff,64
wrong_rule,e5181baaf4eb5d54,successor,4,2,11,,37,seen_parameter,5,1.2365293502807617,1,1,sa_ff,64
correct,f1acb517c8a4830e,successor,4,2,11,,37,seen_parameter,6,-3.2352542877197266,7,0,sa_ff,64
none,f1acb517c8a4830e,successor,4,2,11,,37,seen_parameter,6,-1.5255661010742188,3,0,sa_ff,64
shuffled,f1acb517c8a4830e,successor,4,2,11,,37,seen_parameter,6,-2.655498504638672,5,0,sa_ff,64
wrong_rule,f1acb517c8a4830e,successor,4,2,11,,37,seen_parameter,6,-3.83657169342041,7,0,sa_ff,64
correct,73459a00da1bee69,successor,4,2,11,,37,seen_parameter,0,-1.3226051330566406,3,0,sa_ff,64
none,73459a00da1bee69,successor,4,2,11,,37,seen_parameter,0,-0.15227031707763672,2,0,sa_ff,64
shuffled,73459a00da1bee69,successor,4,2,11,,37,seen_parameter,0,-0.8628435134887695,3,0,sa_ff,64
wrong_rule,73459a00da1bee69,successor,4,2,11,,37,seen_parameter,0,-1.1325492858886719,3,0,sa_ff,64
correct,8ecf7451151a90c4,add_n,4,2,11,10,37,seen_parameter,1,-4.567028045654297,11,0,sa_ff,64
none,8ecf7451151a90c4,add_n,4,2,11,10,37,seen_parameter,1,-7.291654586791992,22,0,sa_ff,64
shuffled,8ecf7451151a90c4,add_n,4,2,11,10,37,seen_parameter,1,-6.086219787597656,11,0,sa_ff,64
wrong_rule,8ecf7451151a90c4,add_n,4,2,11,10,37,seen_parameter,1,-6.321619987487793,11,0,sa_ff,64
correct,2398676d03f7634c,add_n,4,2,11,10,37,seen_parameter,1,-9.199456214904785,10,0,sa_ff,64
none,2398676d03f7634c,add_n,4,2,11,10,37,seen_parameter,1,-7.291654586791992,22,0,sa_ff,64
shuffled,2398676d03f7634c,add_n,4,2,11,10,37,seen_parameter,1,-4.558663368225098,10,0,sa_ff,64
wrong_rule,2398676d03f7634c,add_n,4,2,11,10,37,seen_parameter,1,-7.662397384643555,11,0,sa_ff,64
correct,0ec6572011fdbe69,add_n,4,2,11,10,37,seen_parameter,4,-3.847503662109375,8,0,sa_ff,64
none,0ec6572011fdbe69,add_n,4,2,11,10,37,seen_parameter,4,1.4320030212402344,1,1,sa_ff,64
shuffled,0ec6572011fdbe69,add_n,4,2,11,10,37,seen_parameter,4,-0.7896203994750977,3,0,sa_ff,64
wrong_rule,0ec6572011fdbe69,add_n,4,2,11,10,37,seen_parameter,4,0.18533897399902344,1,1,sa_ff,64
correct,356f4cc30766a7a5,add_n,4,2,11,10,37,seen_parameter,9,-0.2293844223022461,2,0,sa_ff,64
none,356f4cc30766a7a5,add_n,4,2,11,10,37,seen_parameter,9,-0.6049270629882812,3,0,sa_ff,64
shuffled,356f4cc30766a7a5,add_n,4,2,11,10,37,seen_parameter,9,-2.1709327697753906,5,0,sa_ff,64
wrong_rule,356f4cc30766a7a5,add_n,4,2,11,10,37,seen_parameter,9,-1.8719482421875,5,0,sa_ff,64
correct,7a6e4ee80ed72bfa,add_n,4,2,11,5,37,seen_parameter,1,-4.567464828491211,10,0,sa_ff,64
none,7a6e4ee80ed72bfa,add_n,4,2,11,5,37,seen_parameter,1,-2.313723564147949,8,0,sa_ff,64
shuffled,7a6e4ee80ed72bfa,add_n,4,2,11,5,37,seen_parameter,1,-5.497540473937988,10,0,sa_ff,64
wrong_rule,7a6e4ee80ed72bfa,add_n,4,2,11,5,37,seen_parameter,1,-6.01308536529541,11,0,sa_ff,64
correct,7d21867fdded0b21,add_n,4,2,11,5,37,seen_parameter,3,-5.097988128662109,3,0,sa_ff,64
none,7d21867fdded0b21,add_n,4,2,11,5,37,seen_parameter,3,-3.087583541870117,7,0,sa_ff,64
shuffled,7d21867fdded0b21,add_n,4,2,11,5,37,seen_parameter,3,-4.536872863769531,3,0,sa_ff,64
wrong_rule,7d21867fdded0b21,add_n,4,2,11,5,37,seen_parameter,3,-2.565842628479004,4,0,sa_ff,64
correct,9237a0912aa4122a,add_n,4,2,11,5,37,seen_parameter,2,-1.7447586059570312,4,0,sa_ff,64
none,9237a0912aa4122a,add_n,4,2,11,5,37,seen_parameter,2,-1.9446039199829102,6,0,sa_ff,64
shuffled,9237a0912aa4122a,add_n,4,2,11,5,37,seen_parameter,2,2.286989212036133,1,1,sa_ff,64
wrong_rule,9237a0912aa4122a,add_n,4,2,11,5,37,seen_parameter,2,-8.901405334472656,7,0,sa_ff,64
correct,1106ac203ecf4eb7,add_n,4,2,11,5,37,seen_parameter,8,-4.262072563171387,8,0,sa_ff,64
none,1106ac203ecf4eb7,add_n,4,2,11,5,37,seen_parameter,8,-3.5692219734191895,7,0,sa_ff,64
shuffled,1106ac203ecf4eb7,add_n,4,2,11,5,37,seen_parameter,8,-1.190053939819336,4,0,sa_ff,64
wrong_rule,1106ac203ecf4eb7,add_n,4,2,11,5,37,seen_parameter,8,-1.0485811233520508,4,0,sa_ff,64
correct,8f06cbb756ff5cc2,add_n,4,2,11,2,37,seen_parameter,1,-8.996990203857422,12,0,sa_ff,64
none,8f06cbb756ff5cc2,add_n,4,2,11,2,37,seen_parameter,1,-3.6377782821655273,11,0,sa_ff,64
shuffled,8f06cbb756ff5cc2,add_n,4,2,11,2,37,seen_parameter,1,-7.362696647644043,11,0,sa_ff,64
wrong_rule,8f06cbb756ff5cc2,add_n,4,2,11,2,37,seen_parameter,1,-7.238955974578857,11,0,sa_ff,64
correct,86107c711f8b8ec1,add_n,4,2,11,2,37,seen_parameter,3,-1.3788137435913086,6,0,sa_ff,64
none,86107c711f8b8ec1,add_n,4,2,11,2,37,seen_parameter,3,-1.0901594161987305,2,0,sa_ff,64
shuffled,86107c711f8b8ec1,add_n,4,2,11,2,37,seen_parameter,3,-0.4135627746582031,2,0,sa_ff,64
wrong_rule,86107c711f8b8ec1,add_n,4,2,11,2,37,seen_parameter,3,-0.7112836837768555,2,0,sa_ff,64
correct,8a186e5912d91f23,add_n,4,2,11,2,37,seen_parameter,0,-2.7058849334716797,9,0,sa_ff,64
none,8a186e5912d91f23,add_n,4,2,11,2,37,seen_parameter,0,-3.1781387329101562,8,0,sa_ff,64
shuffled,8a186e5912d91f23,add_n,4,2,11,2,37,seen_parameter,0,-2.3585205078125,6,0,sa_ff,64
wrong_rule,8a186e5912d91f23,add_n,4,2,11,2,37,seen_parameter,0,-2.9677867889404297,7,0,sa_ff,64
correct,c19fcc49fb1c9e9c,add_n,4,2,11,2,37,seen_parameter,9,-4.325860977172852,8,0,sa_ff,64
none,c19fcc49fb1c9e9c,add_n,4,2,11,2,37,seen_parameter,9,-6.310919284820557,17,0,sa_ff,64
shuffled,c19fcc49fb1c9e9c,add_n,4,2,11,2,37,seen_parameter,9,-4.37932014465332,8,0,sa_ff,64
wrong_rule,c19fcc49fb1c9e9c,add_n,4,2,11,2,37,seen_parameter,9,-5.7290754318237305,3,0,sa_ff,64
correct,ac1bc2529c165183,add_n,4,2,11,0,37,seen_parameter,8,-3.5592870712280273,8,0,sa_ff,64
none,ac1bc2529c165183,add_n,4,2,11,0,37,seen_parameter,8,-2.2112302780151367,7,0,sa_ff,64
shuffled,ac1bc2529c165183,add_n,4,2,11,0,37,seen_parameter,8,-3.6843700408935547,8,0,sa_ff,64
wrong_rule,ac1bc2529c165183,add_n,4,2,11,0,37,seen_parameter,8,0.16038036346435547,1,1,sa_ff,64
correct,82f19c931181d36a,add_n,4,2,11,0,37,seen_parameter,1,-8.3901948928833,11,0,sa_ff,64
none,82f19c931181d36a,add_n,4,2,11,0,37,seen_parameter,1,-4.609840393066406,12,0,sa_ff,64
shuffled,82f19c931181d36a,add_n,4,2,11,0,37,seen_parameter,1,-6.716696739196777,11,0,sa_ff,64
wrong_rule,82f19c931181d36a,add_n,4,2,11,0,37,seen_parameter,1,-7.066658973693848,10,0,sa_ff,64
correct,74860dec41459ee0,add_n,4,2,11,0,37,seen_parameter,1,-6.060361862182617,8,0,sa_ff,64
none,74860dec41459ee0,add_n,4,2,11,0,37,seen_parameter,1,-4.609840393066406,12,0,sa_ff,64
shuffled,74860dec41459ee0,add_n,4,2,11,0,37,seen_parameter,1,-7.510354995727539,9,0,sa_ff,64
wrong_rule,74860dec41459ee0,add_n,4,2,11,0,37,seen_parameter,1,-4.466365814208984,4,0,sa_ff,64
correct,adf4c35a3ebbab9e,add_n,4,2,11,0,37,seen_parameter,10,-1.6265192031860352,5,0,sa_ff,64
none,adf4c35a3ebbab9e,add_n,4,2,11,0,37,seen_parameter,10,-0.6585607528686523,4,0,sa_ff,64
shuffled,adf4c35a3ebbab9e,add_n,4,2,11,0,37,seen_parameter,10,-2.496973991394043,6,0,sa_ff,64
wrong_rule,adf4c35a3ebbab9e,add_n,4,2,11,0,37,seen_parameter,10,-1.8985929489135742,7,0,sa_ff,64
correct,f474b689657533c1,add_n,4,2,11,8,37,seen_parameter,5,-2.4692564010620117,9,0,sa_ff,64
none,f474b689657533c1,add_n,4,2,11,8,37,seen_parameter,5,-2.2816648483276367,8,0,sa_ff,64
shuffled,f474b689657533c1,add_n,4,2,11,8,37,seen_parameter,5,-2.900263786315918,10,0,sa_ff,64
wrong_rule,f474b689657533c1,add_n,4,2,11,8,37,seen_parameter,5,-1.9042377471923828,2,0,sa_ff,64
correct,d878ff8b5fd154f1,add_n,4,2,11,8,37,seen_parameter,9,-3.0474109649658203,10,0,sa_ff,64
none,d878ff8b5fd154f1,add_n,4,2,11,8,37,seen_parameter,9,-6.98129940032959,18,0,sa_ff,64
shuffled,d878ff8b5fd154f1,add_n,4,2,11,8,37,seen_parameter,9,-6.3446197509765625,11,0,sa_ff,64
wrong_rule,d878ff8b5fd154f1,add_n,4,2,11,8,37,seen_parameter,9,-3.8890390396118164,6,0,sa_ff,64
correct,f8b8f226a95ced81,add_n,4,2,11,8,37,seen_parameter,3,-2.1002988815307617,5,0,sa_ff,64
none,f8b8f226a95ced81,add_n,4,2,11,8,37,seen_parameter,3,-1.1894474029541016,3,0,sa_ff,64
shuffled,f8b8f226a95ced81,add_n,4,2,11,8,37,seen_parameter,3,-1.4630937576293945,3,0,sa_ff,64
wrong_rule,f8b8f226a95ced81,add_n,4,2,11,8,37,seen_parameter,3,-0.628972053527832,4,0,sa_ff,64
correct,b2bf6d0577d987e7,add_n,4,2,11,8,37,seen_parameter,3,-1.6064624786376953,3,0,sa_ff,64
none,b2bf6d0577d987e7,add_n,4,2,11,8,37,seen_parameter,3,-1.1894474029541016,3,0,sa_ff,64
shuffled,b2bf6d0577d987e7,add_n,4,2,11,8,37,seen_parameter,3,-1.9778985977172852,3,0,sa_ff,64
wrong_rule,b2bf6d0577d987e7,add_n,4,2,11,8,37,seen_parameter,3,-2.67584228515625,4,0,sa_ff,64
