condition,episode_id,family,heads,layers,modulus,parameters,seed,split,target,target_margin,target_rank,top1,variant,width
wrong_rule,0c80920ceef766ae,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
correct,734e9030619a57e7,square,1,1,5,,37,unseen_family,0,0.036391258239746094,1,1,sa_only,32
none,734e9030619a57e7,square,1,1,5,,37,unseen_family,0,0.036590576171875,1,1,sa_only,32
shuffled,734e9030619a57e7,square,1,1,5,,37,unseen_family,0,0.036391258239746094,1,1,sa_only,32
wrong_rule,734e9030619a57e7,square,1,1,5,,37,unseen_family,0,0.03639078140258789,1,1,sa_only,32
correct,9afaed30a89ca027,square,1,1,5,,37,unseen_family,4,-0.9859104156494141,5,0,sa_only,32
none,9afaed30a89ca027,square,1,1,5,,37,unseen_family,4,-0.9862017631530762,5,0,sa_only,32
shuffled,9afaed30a89ca027,square,1,1,5,,37,unseen_family,4,-0.9859099388122559,5,0,sa_only,32
wrong_rule,9afaed30a89ca027,square,1,1,5,,37,unseen_family,4,-0.9859113693237305,5,0,sa_only,32
correct,0e28130d601aa660,square,1,1,5,,37,unseen_family,0,0.036391258239746094,1,1,sa_only,32
none,0e28130d601aa660,square,1,1,5,,37,unseen_family,0,0.036590576171875,1,1,sa_only,32
shuffled,0e28130d601aa660,square,1,1,5,,37,unseen_family,0,0.036391258239746094,1,1,sa_only,32
wrong_rule,0e28130d601aa660,square,1,1,5,,37,unseen_family,0,0.0363917350769043,1,1,sa_only,32
correct,3f3615a9e8a8516f,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
none,3f3615a9e8a8516f,square,1,1,5,,37,unseen_family,4,-0.9722113609313965,2,0,sa_only,32
shuffled,3f3615a9e8a8516f,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
wrong_rule,3f3615a9e8a8516f,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
correct,b7b78df855f63451,square,1,1,5,,37,unseen_family,4,-0.9859104156494141,5,0,sa_only,32
none,b7b78df855f63451,square,1,1,5,,37,unseen_family,4,-0.9862017631530762,5,0,sa_only,32
shuffled,b7b78df855f63451,square,1,1,5,,37,unseen_family,4,-0.9859099388122559,5,0,sa_only,32
wrong_rule,b7b78df855f63451,square,1,1,5,,37,unseen_family,4,-0.9859113693237305,5,0,sa_only,32
correct,272c3f790088aa92,square,1,1,5,,37,unseen_family,1,-1.5272865295410156,9,0,sa_only,32
none,272c3f790088aa92,square,1,1,5,,37,unseen_family,1,-1.5273137092590332,9,0,sa_only,32
shuffled,272c3f790088aa92,square,1,1,5,,37,unseen_family,1,-1.5272865295410156,9,0,sa_only,32
wrong_rule,272c3f790088aa92,square,1,1,5,,37,unseen_family,1,-1.5272865295410156,9,0,sa_only,32
correct,6eece36c6a268ecc,square,1,1,5,,37,unseen_family,4,-0.9859118461608887,5,0,sa_only,32
none,6eece36c6a268ecc,square,1,1,5,,37,unseen_family,4,-0.9862017631530762,5,0,sa_only,32
shuffled,6eece36c6a268ecc,square,1,1,5,,37,unseen_family,4,-0.9859118461608887,5,0,sa_only,32
wrong_rule,6eece36c6a268ecc,square,1,1,5,,37,unseen_family,4,-0.9859118461608887,5,0,sa_only,32
correct,61281d8c4aa08ba1,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
none,61281d8c4aa08ba1,square,1,1,5,,37,unseen_family,4,-0.9722113609313965,2,0,sa_only,32
shuffled,61281d8c4aa08ba1,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
wrong_rule,61281d8c4aa08ba1,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
correct,92a1ad31d8af55a0,square,1,1,5,,37,unseen_family,4,-0.9859118461608887,5,0,sa_only,32
none,92a1ad31d8af55a0,square,1,1,5,,37,unseen_family,4,-0.9862017631530762,5,0,sa_only,32
shuffled,92a1ad31d8af55a0,square,1,1,5,,37,unseen_family,4,-0.9859094619750977,5,0,sa_only,32
wrong_rule,92a1ad31d8af55a0,square,1,1,5,,37,unseen_family,4,-0.9859104156494141,5,0,sa_only,32
correct,36901a9a695a6150,square,1,1,5,,37,unseen_family,4,-0.9859094619750977,5,0,sa_only,32
none,36901a9a695a6150,square,1,1,5,,37,unseen_family,4,-0.9862017631530762,5,0,sa_only,32
shuffled,36901a9a695a6150,square,1,1,5,,37,unseen_family,4,-0.9859099388122559,5,0,sa_only,32
wrong_rule,36901a9a695a6150,square,1,1,5,,37,unseen_family,4,-0.9859108924865723,5,0,sa_only,32
correct,7183e8c36c672feb,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
none,7183e8c36c672feb,square,1,1,5,,37,unseen_family,4,-0.9722113609313965,2,0,sa_only,32
shuffled,7183e8c36c672feb,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
wrong_rule,7183e8c36c672feb,square,1,1,5,,37,unseen_family,4,-0.972099781036377,2,0,sa_only,32
correct,87197350f19995c7,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
none,87197350f19995c7,square,1,1,7,,37,unseen_family,4,-1.2387161254882812,16,0,sa_only,32
shuffled,87197350f19995c7,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
wrong_rule,87197350f19995c7,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
correct,a4a2ea862ce79a7c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,a4a2ea862ce79a7c,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,a4a2ea862ce79a7c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,a4a2ea862ce79a7c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,592fd88cfee1a52f,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
none,592fd88cfee1a52f,square,1,1,7,,37,unseen_family,4,-1.2387161254882812,16,0,sa_only,32
shuffled,592fd88cfee1a52f,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
wrong_rule,592fd88cfee1a52f,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
correct,633977da607c4471,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
none,633977da607c4471,square,1,1,7,,37,unseen_family,4,-1.2387161254882812,16,0,sa_only,32
shuffled,633977da607c4471,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
wrong_rule,633977da607c4471,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
correct,46a6a213e6352306,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,46a6a213e6352306,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,46a6a213e6352306,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,46a6a213e6352306,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,8afbecc635329c44,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
none,8afbecc635329c44,square,1,1,7,,37,unseen_family,4,-1.2387161254882812,16,0,sa_only,32
shuffled,8afbecc635329c44,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
wrong_rule,8afbecc635329c44,square,1,1,7,,37,unseen_family,4,-1.2386608123779297,16,0,sa_only,32
correct,4245ce83f5f6626d,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,4245ce83f5f6626d,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,4245ce83f5f6626d,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,4245ce83f5f6626d,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,a9a1c5414cf9afbe,square,1,1,7,,37,unseen_family,0,0.7200717926025391,1,1,sa_only,32
none,a9a1c5414cf9afbe,square,1,1,7,,37,unseen_family,0,0.7203750610351562,1,1,sa_only,32
shuffled,a9a1c5414cf9afbe,square,1,1,7,,37,unseen_family,0,0.7200708389282227,1,1,sa_only,32
wrong_rule,a9a1c5414cf9afbe,square,1,1,7,,37,unseen_family,0,0.7200703620910645,1,1,sa_only,32
correct,c86d7441d704dd8f,square,1,1,7,,37,unseen_family,2,-2.0417990684509277,22,0,sa_only,32
none,c86d7441d704dd8f,square,1,1,7,,37,unseen_family,2,-2.041865825653076,22,0,sa_only,32
shuffled,c86d7441d704dd8f,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
wrong_rule,c86d7441d704dd8f,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
correct,a1337eb014cfd9d5,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
none,a1337eb014cfd9d5,square,1,1,7,,37,unseen_family,1,0.9610939025878906,1,1,sa_only,32
shuffled,a1337eb014cfd9d5,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
wrong_rule,a1337eb014cfd9d5,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
correct,f43c29e46c17078b,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,f43c29e46c17078b,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,f43c29e46c17078b,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,f43c29e46c17078b,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,b82c1456875e2e58,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
none,b82c1456875e2e58,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,b82c1456875e2e58,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,b82c1456875e2e58,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,55ca631ad729adf6,square,1,1,7,,37,unseen_family,0,0.7200722694396973,1,1,sa_only,32
none,55ca631ad729adf6,square,1,1,7,,37,unseen_family,0,0.7203750610351562,1,1,sa_only,32
shuffled,55ca631ad729adf6,square,1,1,7,,37,unseen_family,0,0.7200708389282227,1,1,sa_only,32
wrong_rule,55ca631ad729adf6,square,1,1,7,,37,unseen_family,0,0.7200703620910645,1,1,sa_only,32
correct,263858113d3f5769,square,1,1,7,,37,unseen_family,2,-1.6077508926391602,21,0,sa_only,32
none,263858113d3f5769,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,263858113d3f5769,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,263858113d3f5769,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,1e8e0bede3c6d93c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,1e8e0bede3c6d93c,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,1e8e0bede3c6d93c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,1e8e0bede3c6d93c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,04fc4f7d18af4872,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,04fc4f7d18af4872,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,04fc4f7d18af4872,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,04fc4f7d18af4872,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,20d9fc6f5bfad5aa,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
none,20d9fc6f5bfad5aa,square,1,1,7,,37,unseen_family,1,0.9610939025878906,1,1,sa_only,32
shuffled,20d9fc6f5bfad5aa,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
wrong_rule,20d9fc6f5bfad5aa,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
correct,b8be576d3559e560,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
none,b8be576d3559e560,square,1,1,7,,37,unseen_family,1,0.9610939025878906,1,1,sa_only,32
shuffled,b8be576d3559e560,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
wrong_rule,b8be576d3559e560,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
correct,ff822b7fc6d4a2d6,square,1,1,7,,37,unseen_family,0,0.7200703620910645,1,1,sa_only,32
none,ff822b7fc6d4a2d6,square,1,1,7,,37,unseen_family,0,0.7203750610351562,1,1,sa_only,32
shuffled,ff822b7fc6d4a2d6,square,1,1,7,,37,unseen_family,0,0.7200717926025391,1,1,sa_only,32
wrong_rule,ff822b7fc6d4a2d6,square,1,1,7,,37,unseen_family,0,0.7200703620910645,1,1,sa_only,32
correct,c8d640d51ca1c115,square,1,1,7,,37,unseen_family,2,-2.0417990684509277,22,0,sa_only,32
none,c8d640d51ca1c115,square,1,1,7,,37,unseen_family,2,-2.041865825653076,22,0,sa_only,32
shuffled,c8d640d51ca1c115,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
wrong_rule,c8d640d51ca1c115,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
correct,64523e7252f8c030,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
none,64523e7252f8c030,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,64523e7252f8c030,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,64523e7252f8c030,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,054d9401716d5fa1,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
none,054d9401716d5fa1,square,1,1,7,,37,unseen_family,2,-2.041865825653076,22,0,sa_only,32
shuffled,054d9401716d5fa1,square,1,1,7,,37,unseen_family,2,-2.0417990684509277,22,0,sa_only,32
wrong_rule,054d9401716d5fa1,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
correct,b67b6663c42b1945,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,b67b6663c42b1945,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,b67b6663c42b1945,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,b67b6663c42b1945,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,43a8b2e10d55e6aa,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
none,43a8b2e10d55e6aa,square,1,1,7,,37,unseen_family,2,-2.041865825653076,22,0,sa_only,32
shuffled,43a8b2e10d55e6aa,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
wrong_rule,43a8b2e10d55e6aa,square,1,1,7,,37,unseen_family,2,-2.041799545288086,22,0,sa_only,32
correct,6904693273333e80,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
none,6904693273333e80,square,1,1,7,,37,unseen_family,1,0.9610939025878906,1,1,sa_only,32
shuffled,6904693273333e80,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
wrong_rule,6904693273333e80,square,1,1,7,,37,unseen_family,1,0.9610705375671387,1,1,sa_only,32
correct,bcb984d89c16a1b9,square,1,1,7,,37,unseen_family,2,-1.6077508926391602,21,0,sa_only,32
none,bcb984d89c16a1b9,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,bcb984d89c16a1b9,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,bcb984d89c16a1b9,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,9a31468e0bb591af,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
none,9a31468e0bb591af,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,9a31468e0bb591af,square,1,1,7,,37,unseen_family,2,-1.6077508926391602,21,0,sa_only,32
wrong_rule,9a31468e0bb591af,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,e37ab16293f5922c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,e37ab16293f5922c,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,e37ab16293f5922c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,e37ab16293f5922c,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,e5aec31d8a82deb6,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
none,e5aec31d8a82deb6,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,e5aec31d8a82deb6,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,e5aec31d8a82deb6,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,ad66242260d16a27,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
none,ad66242260d16a27,square,1,1,7,,37,unseen_family,1,-1.9806184768676758,15,0,sa_only,32
shuffled,ad66242260d16a27,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
wrong_rule,ad66242260d16a27,square,1,1,7,,37,unseen_family,1,-1.98051118850708,15,0,sa_only,32
correct,21137f9a13be2e43,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
none,21137f9a13be2e43,square,1,1,7,,37,unseen_family,2,-1.6078376770019531,21,0,sa_only,32
shuffled,21137f9a13be2e43,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
wrong_rule,21137f9a13be2e43,square,1,1,7,,37,unseen_family,2,-1.607752799987793,21,0,sa_only,32
correct,91e8756ed050fa34,square,1,1,7,,37,unseen_family,0,0.7200708389282227,1,1,sa_only,32
none,91e8756ed050fa34,square,1,1,7,,37,unseen_family,0,0.7203750610351562,1,1,sa_only,32
shuffled,91e8756ed050fa34,square,1,1,7,,37,unseen_family,0,0.7200717926025391,1,1,sa_only,32
wrong_rule,91e8756ed050fa34,square,1,1,7,,37,unseen_family,0,0.7200703620910645,1,1,sa_only,32
correct,38ac48316ec76edf,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
none,38ac48316ec76edf,square,1,1,11,,37,unseen_family,5,-0.8433661460876465,3,0,sa_only,32
shuffled,38ac48316ec76edf,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
wrong_rule,38ac48316ec76edf,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
correct,99fa53437d757d17,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
none,99fa53437d757d17,square,1,1,11,,37,unseen_family,5,-0.8433661460876465,3,0,sa_only,32
shuffled,99fa53437d757d17,square,1,1,11,,37,unseen_family,5,-0.8432998657226562,3,0,sa_only,32
wrong_rule,99fa53437d757d17,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
correct,e3220c205ffbc262,square,1,1,11,,37,unseen_family,9,-0.855797290802002,8,0,sa_only,32
none,e3220c205ffbc262,square,1,1,11,,37,unseen_family,9,-0.8558964729309082,8,0,sa_only,32
shuffled,e3220c205ffbc262,square,1,1,11,,37,unseen_family,9,-0.8557977676391602,8,0,sa_only,32
wrong_rule,e3220c205ffbc262,square,1,1,11,,37,unseen_family,9,-0.855797290802002,8,0,sa_only,32
correct,bcfc7593784f7c8e,square,1,1,11,,37,unseen_family,4,-1.0520238876342773,8,0,sa_only,32
none,bcfc7593784f7c8e,square,1,1,11,,37,unseen_family,4,-1.0520119667053223,8,0,sa_only,32
shuffled,bcfc7593784f7c8e,square,1,1,11,,37,unseen_family,4,-1.0520248413085938,8,0,sa_only,32
wrong_rule,bcfc7593784f7c8e,square,1,1,11,,37,unseen_family,4,-1.0520243644714355,8,0,sa_only,32
correct,0f12b1cddbea5ac4,square,1,1,11,,37,unseen_family,1,-1.2925386428833008,4,0,sa_only,32
none,0f12b1cddbea5ac4,square,1,1,11,,37,unseen_family,1,-1.2925715446472168,4,0,sa_only,32
shuffled,0f12b1cddbea5ac4,square,1,1,11,,37,unseen_family,1,-1.2925386428833008,4,0,sa_only,32
wrong_rule,0f12b1cddbea5ac4,square,1,1,11,,37,unseen_family,1,-1.2925386428833008,4,0,sa_only,32
correct,e92bc20c3ec5a70d,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
none,e92bc20c3ec5a70d,square,1,1,11,,37,unseen_family,5,-0.8433661460876465,3,0,sa_only,32
shuffled,e92bc20c3ec5a70d,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
wrong_rule,e92bc20c3ec5a70d,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
correct,7c3d8b589c5d0e89,square,1,1,11,,37,unseen_family,4,-1.3090791702270508,4,0,sa_only,32
none,7c3d8b589c5d0e89,square,1,1,11,,37,unseen_family,4,-1.3090853691101074,4,0,sa_only,32
shuffled,7c3d8b589c5d0e89,square,1,1,11,,37,unseen_family,4,-1.3090786933898926,4,0,sa_only,32
wrong_rule,7c3d8b589c5d0e89,square,1,1,11,,37,unseen_family,4,-1.3090786933898926,4,0,sa_only,32
correct,e994692101112b71,square,1,1,11,,37,unseen_family,0,0.5116500854492188,1,1,sa_only,32
none,e994692101112b71,square,1,1,11,,37,unseen_family,0,0.5116548538208008,1,1,sa_only,32
shuffled,e994692101112b71,square,1,1,11,,37,unseen_family,0,0.5116500854492188,1,1,sa_only,32
wrong_rule,e994692101112b71,square,1,1,11,,37,unseen_family,0,0.5116500854492188,1,1,sa_only,32
correct,07ed5ef12525a88a,square,1,1,11,,37,unseen_family,9,-0.855797290802002,8,0,sa_only,32
none,07ed5ef12525a88a,square,1,1,11,,37,unseen_family,9,-0.8558964729309082,8,0,sa_only,32
shuffled,07ed5ef12525a88a,square,1,1,11,,37,unseen_family,9,-0.855797290802002,8,0,sa_only,32
wrong_rule,07ed5ef12525a88a,square,1,1,11,,37,unseen_family,9,-0.855797290802002,8,0,sa_only,32
correct,c0188bd82b9b3ff4,square,1,1,11,,37,unseen_family,9,-1.598924160003662,16,0,sa_only,32
none,c0188bd82b9b3ff4,square,1,1,11,,37,unseen_family,9,-1.598996639251709,16,0,sa_only,32
shuffled,c0188bd82b9b3ff4,square,1,1,11,,37,unseen_family,9,-1.5989251136779785,16,0,sa_only,32
wrong_rule,c0188bd82b9b3ff4,square,1,1,11,,37,unseen_family,9,-1.5989251136779785,16,0,sa_only,32
correct,3d08b1b526cf8134,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
none,3d08b1b526cf8134,square,1,1,11,,37,unseen_family,5,-0.8433661460876465,3,0,sa_only,32
shuffled,3d08b1b526cf8134,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
wrong_rule,3d08b1b526cf8134,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
correct,7f4d4b18f5936512,square,1,1,11,,37,unseen_family,9,-1.5989251136779785,16,0,sa_only,32
none,7f4d4b18f5936512,square,1,1,11,,37,unseen_family,9,-1.598996639251709,16,0,sa_only,32
shuffled,7f4d4b18f5936512,square,1,1,11,,37,unseen_family,9,-1.5989251136779785,16,0,sa_only,32
wrong_rule,7f4d4b18f5936512,square,1,1,11,,37,unseen_family,9,-1.5989251136779785,16,0,sa_only,32
correct,8e532f373b72e81a,square,1,1,11,,37,unseen_family,4,-1.3090786933898926,4,0,sa_only,32
none,8e532f373b72e81a,square,1,1,11,,37,unseen_family,4,-1.3090853691101074,4,0,sa_only,32
shuffled,8e532f373b72e81a,square,1,1,11,,37,unseen_family,4,-1.3090786933898926,4,0,sa_only,32
wrong_rule,8e532f373b72e81a,square,1,1,11,,37,unseen_family,4,-1.3090786933898926,4,0,sa_only,32
correct,6d46010a400c1f11,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
none,6d46010a400c1f11,square,1,1,11,,37,unseen_family,5,-0.8433661460876465,3,0,sa_only,32
shuffled,6d46010a400c1f11,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
wrong_rule,6d46010a400c1f11,square,1,1,11,,37,unseen_family,5,-0.8432989120483398,3,0,sa_only,32
correct,d8ee80bed38afb5f,square,1,1,11,,37,unseen_family,1,0.5829606056213379,1,1,sa_only,32
none,d8ee80bed38afb5f,square,1,1,11,,37,unseen_family,1,0.5830011367797852,1,1,sa_only,32
shuffled,d8ee80bed38afb5f,square,1,1,11,,37,unseen_family,1,0.5829606056213379,1,1,sa_only,32
wrong_rule,d8ee80bed38afb5f,square,1,1,11,,37,unseen_family,1,0.5829606056213379,1,1,sa_only,32
correct,c2cb19b3d56b5164,square,1,1,11,,37,unseen_family,3,-1.4815263748168945,19,0,sa_only,32
none,c2cb19b3d56b5164,square,1,1,11,,37,unseen_family,3,-1.4815635681152344,19,0,sa_only,32
shuffled,c2cb19b3d56b5164,square,1,1,11,,37,unseen_family,3,-1.4815258979797363,19,0,sa_only,32
