fraction_positive_margin_update,from_depth,margin_update_snr,mean_margin_update,model_seed,nuisance_count,predictive_family_id,to_depth,var_margin_update
1.0,3,406656646.7285156,4.066566467285156,11,0,binary_functor:r2,4,0.0
0.0,4,-74605941.77246094,-0.7460594177246094,11,0,binary_functor:r2,5,0.0
0.0,5,-33023643.493652344,-0.33023643493652344,11,0,binary_functor:r2,6,0.0
1.0,6,692636775.970459,6.92636775970459,11,0,binary_functor:r2,7,0.0
1.0,7,279244327.545166,2.79244327545166,11,0,binary_functor:r2,8,0.0
1.0,0,3.1029160327319487,6.175410906473796,11,4,binary_functor:r2,1,3.960879860274431
1.0,1,13.691308153399202,26.412949641545612,11,4,binary_functor:r2,2,3.721721844391381
0.9166666666666666,2,2.062622713770986,1.1983929475148518,11,4,binary_functor:r2,3,0.33756614360596826
1.0,3,1.1958256195059684,1.534344752629598,11,4,binary_functor:r2,4,1.6463045971789654
0.16666666666666666,4,-1.3182297910484084,-0.5607241789499918,11,4,binary_functor:r2,5,0.18093238277394832
0.16666666666666666,5,-1.276956481123716,-0.3811984062194824,11,4,binary_functor:r2,6,0.08911481911681304
1.0,6,5.584409089743809,9.6117635567983,11,4,binary_functor:r2,7,2.962454590824805
1.0,7,1.3546080485415464,1.4071800708770752,11,4,binary_functor:r2,8,1.0791257106177041
1.0,0,6.393374269081457,5.353037516276042,11,8,binary_functor:r2,1,0.7010359765629277
1.0,1,39.559813617680696,28.460682551066082,11,8,binary_functor:r2,2,0.51758554242494
0.75,2,0.538903549387316,0.5229374567667643,11,8,binary_functor:r2,3,0.9416237499389162
1.0,3,1.6855611954928098,0.7319560050964355,11,8,binary_functor:r2,4,0.18857359790465786
0.0,4,-4.463379967021453,-1.055028756459554,11,8,binary_functor:r2,5,0.05587285169528486
0.08333333333333333,5,-1.3268479930480994,-0.2920190493265788,11,8,binary_functor:r2,6,0.04843730621258036
1.0,6,19.188246636592126,10.574021021525065,11,8,binary_functor:r2,7,0.3036754887076368
1.0,7,3.20215971174675,1.5438613891601562,11,8,binary_functor:r2,8,0.23245057011544387
1.0,0,1019258689.8803711,10.192586898803711,11,0,contiguous_ngram:r0,1,0.0
1.0,1,1974421882.6293945,19.744218826293945,11,0,contiguous_ngram:r0,2,0.0
1.0,2,305766105.65185547,3.0576610565185547,11,0,contiguous_ngram:r0,3,0.0
1.0,3,87348365.7836914,0.8734836578369141,11,0,contiguous_ngram:r0,4,0.0
1.0,4,182810974.12109375,1.8281097412109375,11,0,contiguous_ngram:r0,5,0.0
1.0,5,398676490.7836914,3.986764907836914,11,0,contiguous_ngram:r0,6,0.0
1.0,6,827214431.7626953,8.272144317626953,11,0,contiguous_ngram:r0,7,0.0
0.0,7,-515687370.30029297,-5.15687370300293,11,0,contiguous_ngram:r0,8,0.0
1.0,0,4.285402880304159,8.37875493367513,11,4,contiguous_ngram:r0,1,3.8227478917505127
1.0,1,12.941682651629689,20.53655131657918,11,4,contiguous_ngram:r0,2,2.518103239722113
0.75,2,0.8891436768398743,1.2179756164550781,11,4,contiguous_ngram:r0,3,1.8764339969387616
0.6666666666666666,3,0.579473823901933,0.43352723121643066,11,4,contiguous_ngram:r0,4,0.55971263023823
