accuracy,branching,distractors,evaluation_axis,mean_margin,mean_target_probability,model_depth,model_seed,n,predicate,required_path,total_depth
0.5208333333333334,2,4,depth_path,0.23506555954615274,0.5382299798851212,2,11,48,isAncestor,3,6
0.5416666666666666,2,4,depth_path,0.40120112895965576,0.5670573354388276,2,11,48,isAncestor,4,6
0.5416666666666666,2,4,depth_path,0.31559640169143677,0.5492974591131011,2,11,48,isAncestor,5,6
0.5416666666666666,2,4,depth_path,0.37076179186503094,0.5614774025355777,2,11,48,isAncestor,6,6
0.125,2,4,depth_path,-2.9530651569366455,0.04498356974909257,2,11,48,parent,1,8
0.08333333333333333,2,4,depth_path,-3.082470109065374,0.04447682929609679,2,11,48,grandparent,2,8
0.20833333333333334,2,4,depth_path,-1.8280867437521617,0.10299925516585517,2,11,48,ancestor_k,4,4
0.1875,2,4,depth_path,-2.4326776216427484,0.05082820159441326,2,11,48,ancestor_k,3,5
0.14583333333333334,2,4,depth_path,-2.5729091664155326,0.06337849742764472,2,11,48,ancestor_k,2,6
0.10416666666666667,2,4,depth_path,-2.905064031481743,0.05511444754392869,2,11,48,root,8,8
0.20833333333333334,1,4,branching,-2.417278006672859,0.07356179149820719,2,11,48,parent,1,8
0.125,2,4,branching,-2.7514907916386924,0.05651520259410366,2,11,48,parent,1,8
0.041666666666666664,4,4,branching,-3.1659728040297828,0.030714679510007652,2,11,48,parent,1,8
0.125,8,4,branching,-2.726893335580826,0.06013517773537084,2,11,48,parent,1,8
0.125,2,4,distractors,-3.0958185394605002,0.038915735282444075,2,11,48,parent,1,8
0.10416666666666667,1,4,branching,-3.3211516986290612,0.03189790517656851,2,11,48,grandparent,2,8
0.125,2,4,branching,-2.9165615141391754,0.04104530102298062,2,11,48,grandparent,2,8
0.08333333333333333,4,4,branching,-2.660780837138494,0.04139845355772801,2,11,48,grandparent,2,8
0.08333333333333333,8,4,branching,-2.8617087056239447,0.047368589871590906,2,11,48,grandparent,2,8
0.08333333333333333,2,4,distractors,-3.0761170933643975,0.046122062347005034,2,11,48,grandparent,2,8
0.125,1,4,branching,-3.1463033159573874,0.04331610921705457,2,11,48,root,8,8
0.16666666666666666,2,4,branching,-3.239942987759908,0.052217739507720275,2,11,48,root,8,8
0.08333333333333333,4,4,branching,-3.263397604227066,0.034430433432513986,2,11,48,root,8,8
0.10416666666666667,8,4,branching,-3.1601105630397797,0.039272713735651145,2,11,48,root,8,8
0.0625,2,4,distractors,-3.18271337946256,0.04267317047492725,2,11,48,root,8,8
0.16666666666666666,2,4,depth_path,-2.1205722242593765,0.0626735499587691,2,11,48,ancestor_k,4,5
0.10416666666666667,2,4,depth_path,-2.905946433544159,0.047574287042607466,2,11,48,ancestor_k,3,6
0.125,2,4,depth_path,-2.941939721504847,0.04405480665203262,2,11,48,ancestor_k,1,8
0.5833333333333334,2,4,depth_path,0.2888457576433818,0.5493723860320946,2,11,48,isAncestor,1,8
0.5833333333333334,2,4,depth_path,0.36786611874898273,0.5609066615191599,2,11,48,isAncestor,2,8
0.5833333333333334,2,4,depth_path,0.29782386620839435,0.5543953942445418,2,11,48,isAncestor,3,8
0.5833333333333334,2,4,depth_path,0.358057181040446,0.561182195165505,2,11,48,isAncestor,4,8
0.5833333333333334,2,4,depth_path,0.32608598470687866,0.5588050091949602,2,11,48,isAncestor,5,8
0.5833333333333334,2,4,depth_path,0.35648181041081745,0.5591382239945233,2,11,48,isAncestor,6,8
0.5833333333333334,2,4,depth_path,0.33727850516637164,0.5563915252375106,2,11,48,isAncestor,8,8
0.5208333333333334,1,4,branching,0.36651474237442017,0.557383897403876,2,11,48,isAncestor,3,8
0.5625,2,4,branching,0.3250201145807902,0.5581233473494649,2,11,48,isAncestor,3,8
0.5208333333333334,4,4,branching,0.27804869413375854,0.546334435387204,2,11,48,isAncestor,3,8
0.5208333333333334,8,4,branching,0.419505774974823,0.5681573866556088,2,11,48,isAncestor,3,8
0.5208333333333334,2,4,distractors,0.3580041329065959,0.557372513692826,2,11,48,isAncestor,3,8
